date,team,opponent,result
12-20,Central+Michigan,Olivet,"W, 127-66 "
12-29,Central+Michigan,Eastern Michigan,"W, 87-60 "
1-05,Central+Michigan,Bowling Green,"L, 90-69 "
1-09,Central+Michigan,Bowling Green,"L, 93-65 "
1-12,Central+Michigan,Kent St.,"L, 94-85 "
1-16,Central+Michigan,Eastern Michigan,"W, 75-64 "
1-19,Central+Michigan,Toledo,"L, 89-72 "
1-21,Central+Michigan,Akron,"L, 81-67 "
1-30,Central+Michigan,Kent St.,"L, 83-76 "
2-02,Central+Michigan,Ohio,"L, 83-69 "
2-06,Central+Michigan,Western Michigan,"L, 67-65 "
2-23,Central+Michigan,Miami OH,"L, 96-54 "
2-25,Central+Michigan,Buffalo,"L, 85-73 "
2-27,Central+Michigan,Ball St.,"L, 97-91 "
3-02,Central+Michigan,Toledo,"W, 81-79 "
3-05,Central+Michigan,Northern Illinois,"L, 79-74 "
11-25,Eastern+Michigan,Michigan St.,"L, 83-67 "
12-04,Eastern+Michigan,Toledo,"L, 91-74 "
12-09,Eastern+Michigan,Adrian,"W, 95-35 "
12-27,Eastern+Michigan,Olivet,"W, 94-65 "
12-29,Eastern+Michigan,Central Michigan,"L, 87-60 "
1-09,Eastern+Michigan,Akron,"W, 71-59 "
1-12,Eastern+Michigan,Toledo,"L, 96-63 "
1-14,Eastern+Michigan,Calvin,"W, 67-56 "
1-16,Eastern+Michigan,Central Michigan,"L, 75-64 "
1-21,Eastern+Michigan,Buffalo,"L, 92-77 "
1-23,Eastern+Michigan,Miami OH,"L, 85-63 "
1-26,Eastern+Michigan,Akron,"L, 86-65 "
2-20,Eastern+Michigan,Kent St.,"L, 64-51 "
2-23,Eastern+Michigan,Bowling Green,"L, 82-69 "
2-25,Eastern+Michigan,Ohio,"L, 86-67 "
2-27,Eastern+Michigan,Northern Illinois,"W, 91-57 "
3-02,Eastern+Michigan,Ball St.,"L, 100-65 "
3-05,Eastern+Michigan,Western Michigan,"W, 64-63 "
12-02,Kent+St.,Point Park,"W, 90-41 "
12-04,Kent+St.,Virginia,"L, 71-64 OT"
12-08,Kent+St.,Detroit,"W, 80-66 "
12-13,Kent+St.,Northern Kentucky,"W, 92-73 "
1-01,Kent+St.,Akron,"L, 66-62 "
1-05,Kent+St.,Toledo,"L, 84-82 "
1-09,Kent+St.,Western Michigan,"W, 80-54 "
1-12,Kent+St.,Central Michigan,"W, 94-85 "
1-16,Kent+St.,Ohio,"W, 89-79 "
1-19,Kent+St.,Buffalo,"W, 84-81 "
1-23,Kent+St.,Toledo,"L, 76-74 "
1-27,Kent+St.,Bowling Green,"W, 96-91 "
1-30,Kent+St.,Central Michigan,"W, 83-76 "
2-02,Kent+St.,Miami OH,"W, 77-68 "
2-05,Kent+St.,Akron,"L, 72-61 "
2-09,Kent+St.,Bowling Green,"W, 71-67 "
2-13,Kent+St.,Northern Illinois,"W, 80-58 "
2-16,Kent+St.,Western Michigan,"W, 76-69 "
2-20,Kent+St.,Eastern Michigan,"W, 64-51 "
2-24,Kent+St.,Ball St.,"L, 90-71 "
2-27,Kent+St.,Miami OH,"W, 64-51 "
3-05,Kent+St.,Buffalo,"L, 81-67 "
3-11,Kent+St.,Ohio,"L, 85-63 "
11-25,Miami+OH,North Dakota,"W, 81-67 "
12-05,Miami+OH,Wright St.,"L, 71-47 "
12-09,Miami+OH,Western Illinois,"W, 67-57 "
12-11,Miami+OH,Mount St. Joseph,"W, 79-64 "
12-15,Miami+OH,Buffalo,"L, 90-62 "
12-19,Miami+OH,Bradley,"L, 69-68 "
1-09,Miami+OH,Northern Illinois,"W, 70-58 "
1-12,Miami+OH,Ohio,"L, 78-61 "
1-19,Miami+OH,Ball St.,"W, 81-71 "
1-21,Miami+OH,Bowling Green,"W, 96-77 "
1-23,Miami+OH,Eastern Michigan,"W, 85-63 "
1-26,Miami+OH,Toledo,"L, 90-81 "
1-30,Miami+OH,Western Michigan,"W, 65-56 "
2-02,Miami+OH,Kent St.,"L, 77-68 "
2-06,Miami+OH,Buffalo,"L, 88-64 "
2-12,Miami+OH,Akron,"L, 83-76 "
2-16,Miami+OH,Toledo,"L, 87-75 "
2-20,Miami+OH,Northern Illinois,"W, 69-64 "
2-23,Miami+OH,Central Michigan,"W, 96-54 "
2-25,Miami+OH,Western Michigan,"W, 74-66 "
2-27,Miami+OH,Kent St.,"L, 64-51 "
3-02,Miami+OH,Bowling Green,"W, 84-79 OT"
3-11,Miami+OH,Buffalo,"L, 74-63 "
11-25,Northern+Illinois,Illinois Chicago,"L, 65-61 "
12-02,Northern+Illinois,SIU Edwardsville,"L, 73-53 "
12-05,Northern+Illinois,Pittsburgh,"L, 89-59 "
12-08,Northern+Illinois,Ball St.,"L, 79-70 OT"
12-13,Northern+Illinois,Iowa,"L, 106-53 "
12-18,Northern+Illinois,Chicago St.,"W, 64-54 "
12-22,Northern+Illinois,Toledo,"L, 78-55 "
1-02,Northern+Illinois,Bowling Green,"L, 68-42 "
1-05,Northern+Illinois,Ohio,"L, 76-73 "
1-09,Northern+Illinois,Miami OH,"L, 70-58 "
1-12,Northern+Illinois,Akron,"W, 67-65 "
1-16,Northern+Illinois,Ball St.,"L, 78-58 "
2-13,Northern+Illinois,Kent St.,"L, 80-58 "
2-16,Northern+Illinois,Akron,"L, 81-76 "
2-20,Northern+Illinois,Miami OH,"L, 69-64 "
2-23,Northern+Illinois,Buffalo,"L, 102-74 "
2-27,Northern+Illinois,Eastern Michigan,"L, 91-57 "
3-02,Northern+Illinois,Western Michigan,"L, 73-63 "
3-05,Northern+Illinois,Central Michigan,"W, 79-74 "
11-25,Ohio,Chicago St.,"W, 84-61 "
11-26,Ohio,North Carolina A&T,"W, 84-72 "
11-27,Ohio,Illinois,"L, 77-75 "
12-06,Ohio,Cleveland St.,"W, 101-46 "
12-10,Ohio,Purdue Northwest,"W, 92-72 "
12-13,Ohio,Marshall,"L, 81-67 "
12-22,Ohio,Akron,"L, 90-70 "
12-30,Ohio,Bowling Green,"L, 83-75 "
1-02,Ohio,Ball St.,"W, 78-68 "
1-05,Ohio,Northern Illinois,"W, 76-73 "
1-08,Ohio,Toledo,"L, 95-78 "
1-12,Ohio,Miami OH,"W, 78-61 "
1-16,Ohio,Kent St.,"L, 89-79 "
1-23,Ohio,Ball St.,"W, 85-77 "
1-26,Ohio,Western Michigan,"W, 81-58 "
1-29,Ohio,Buffalo,"W, 76-75 "
2-02,Ohio,Central Michigan,"W, 83-69 "
2-23,Ohio,Akron,"W, 90-73 "
2-25,Ohio,Eastern Michigan,"W, 86-67 "
2-27,Ohio,Buffalo,"L, 86-66 "
3-11,Ohio,Kent St.,"W, 85-63 "
3-12,Ohio,Toledo,"W, 87-80 "
3-13,Ohio,Buffalo,"W, 84-69 "
3-20,Ohio,Virginia,"W, 62-58 "
3-22,Ohio,Creighton,"L, 72-58 "
11-25,Toledo,Bradley,"L, 61-59 "
11-26,Toledo,Oakland,"W, 80-53 "
11-27,Toledo,Xavier,"L, 76-73 "
12-01,Toledo,Cleveland St.,"W, 70-61 "
12-04,Toledo,Eastern Michigan,"W, 91-74 "
12-09,Toledo,Michigan,"L, 91-71 "
12-12,Toledo,UMKC,"W, 64-57 "
12-16,Toledo,Marshall,"W, 96-87 OT"
12-19,Toledo,Valparaiso,"W, 71-57 "
12-22,Toledo,Northern Illinois,"W, 78-55 "
1-02,Toledo,Western Michigan,"W, 70-59 "
1-05,Toledo,Kent St.,"W, 84-82 "
1-08,Toledo,Ohio,"W, 95-78 "
1-12,Toledo,Eastern Michigan,"W, 96-63 "
1-16,Toledo,Akron,"L, 95-94 OT"
1-19,Toledo,Central Michigan,"W, 89-72 "
1-23,Toledo,Kent St.,"W, 76-74 "
1-26,Toledo,Miami OH,"W, 90-81 "
1-30,Toledo,Bowling Green,"W, 84-66 "
2-02,Toledo,Akron,"W, 91-76 "
2-06,Toledo,Ball St.,"L, 81-67 "
2-13,Toledo,Bowling Green,"L, 88-81 "
2-16,Toledo,Miami OH,"W, 87-75 "
2-19,Toledo,Buffalo,"W, 80-70 "
2-27,Toledo,Western Michigan,"W, 91-44 "
3-02,Toledo,Central Michigan,"L, 81-79 "
3-05,Toledo,Ball St.,"W, 89-70 "
3-11,Toledo,Ball St.,"W, 91-89 OT"
3-12,Toledo,Ohio,"L, 87-80 "
3-17,Toledo,Richmond,"L, 76-66 "
11-25,Western+Michigan,Butler,"L, 66-62 "
12-06,Western+Michigan,Michigan St.,"L, 79-61 "
12-07,Western+Michigan,Adrian,"W, 62-42 "
12-12,Western+Michigan,Detroit,"L, 67-57 "
12-13,Western+Michigan,Milwaukee,"L, 71-63 "
12-18,Western+Michigan,Central Michigan,"W, 76-61 "
12-22,Western+Michigan,Ball St.,"L, 76-68 "
1-02,Western+Michigan,Toledo,"L, 70-59 "
1-09,Western+Michigan,Kent St.,"L, 80-54 "
1-12,Western+Michigan,Buffalo,"L, 85-69 "
1-23,Western+Michigan,Akron,"L, 79-68 "
1-26,Western+Michigan,Ohio,"L, 81-58 "
1-30,Western+Michigan,Miami OH,"L, 65-56 "
2-03,Western+Michigan,Bowling Green,"W, 76-70 "
2-06,Western+Michigan,Central Michigan,"W, 67-65 "
2-12,Western+Michigan,Buffalo,"L, 86-54 "
2-16,Western+Michigan,Kent St.,"L, 76-69 "
2-25,Western+Michigan,Miami OH,"L, 74-66 "
2-27,Western+Michigan,Toledo,"L, 91-44 "
3-02,Western+Michigan,Northern Illinois,"W, 73-63 "
3-05,Western+Michigan,Eastern Michigan,"L, 64-63 "
11-27,Buffalo,Towson,"W, 74-65 "
11-28,Buffalo,Army,"L, 78-74 "
12-06,Buffalo,Bowling Green,"L, 86-78 "
12-10,Buffalo,Mercyhurst,"W, 81-64 "
12-15,Buffalo,Miami OH,"W, 90-62 "
12-19,Buffalo,Syracuse,"L, 107-96 OT"
1-09,Buffalo,Ball St.,"W, 86-69 "
1-12,Buffalo,Western Michigan,"W, 85-69 "
1-15,Buffalo,Bowling Green,"L, 76-69 "
1-19,Buffalo,Kent St.,"L, 84-81 "
1-21,Buffalo,Eastern Michigan,"W, 92-77 "
1-29,Buffalo,Ohio,"L, 76-75 "
2-02,Buffalo,Ball St.,"W, 78-58 "
2-06,Buffalo,Miami OH,"W, 88-64 "
2-12,Buffalo,Western Michigan,"W, 86-54 "
2-19,Buffalo,Toledo,"L, 80-70 "
2-23,Buffalo,Northern Illinois,"W, 102-74 "
2-25,Buffalo,Central Michigan,"W, 85-73 "
2-27,Buffalo,Ohio,"W, 86-66 "
3-02,Buffalo,Akron,"W, 80-78 "
3-05,Buffalo,Kent St.,"W, 81-67 "
3-11,Buffalo,Miami OH,"W, 74-63 "
3-12,Buffalo,Akron,"W, 81-74 OT"
3-13,Buffalo,Ohio,"L, 84-69 "
3-19,Buffalo,Colorado St.,"L, 75-73 "
11-28,Coppin+St.,Duke,"L, 81-71 "
12-05,Coppin+St.,George Washington,"L, 85-69 "
12-06,Coppin+St.,Drexel,"L, 69-54 "
12-08,Coppin+St.,Georgetown,"L, 80-48 "
12-10,Coppin+St.,UNC Greensboro,"W, 85-80 "
12-13,Coppin+St.,UMBC,"L, 66-49 "
12-19,Coppin+St.,Virginia Tech,"L, 97-57 "
12-23,Coppin+St.,Iona,"L, 85-65 "
12-26,Coppin+St.,Towson,"L, 78-73 "
1-04,Coppin+St.,Delaware St.,"W, 86-78 "
1-05,Coppin+St.,Delaware St.,"W, 81-77 "
1-16,Coppin+St.,Morgan St.,"L, 92-72 "
1-17,Coppin+St.,Morgan St.,"W, 89-79 "
1-23,Coppin+St.,Norfolk St.,"W, 81-71 "
1-24,Coppin+St.,Norfolk St.,"W, 81-77 "
1-30,Coppin+St.,Morgan St.,"L, 79-76 "
2-02,Coppin+St.,Morgan St.,"L, 95-82 "
2-07,Coppin+St.,Norfolk St.,"L, 84-72 "
2-08,Coppin+St.,Norfolk St.,"W, 74-64 "
2-27,Coppin+St.,Delaware St.,"W, 81-68 "
2-28,Coppin+St.,Delaware St.,"W, 94-74 "
3-12,Coppin+St.,Morgan St.,"L, 82-61 "
11-25,Delaware+St.,Wake Forest,"L, 111-51 "
12-17,Delaware+St.,Coastal Carolina,"L, 99-73 "
12-20,Delaware+St.,Georgia Tech,"L, 97-69 "
12-23,Delaware+St.,UNC Wilmington,"L, 87-63 "
12-30,Delaware+St.,Manhattan,"L, 65-59 "
1-04,Delaware+St.,Coppin St.,"L, 86-78 "
1-05,Delaware+St.,Coppin St.,"L, 81-77 "
1-16,Delaware+St.,Norfolk St.,"L, 87-76 "
1-17,Delaware+St.,Norfolk St.,"L, 83-79 OT"
1-24,Delaware+St.,Morgan St.,"L, 99-83 "
1-30,Delaware+St.,Norfolk St.,"L, 94-66 "
2-03,Delaware+St.,Lancaster Bible,"W, 81-80 "
2-06,Delaware+St.,Morgan St.,"L, 74-69 "
2-21,Delaware+St.,St. Mary's MD,"W, 75-58 "
2-24,Delaware+St.,Norfolk St.,"L, 86-55 "
2-27,Delaware+St.,Coppin St.,"L, 81-68 "
2-28,Delaware+St.,Coppin St.,"L, 94-74 "
3-05,Delaware+St.,Morgan St.,"L, 92-67 "
3-06,Delaware+St.,Morgan St.,"W, 82-75 "
11-26,Howard,Belmont,"L, 95-78 "
11-27,Howard,Queens (NC),"L, 85-71 "
11-28,Howard,George Mason,"L, 84-70 "
12-06,Howard,Bellarmine,"L, 84-63 "
12-18,Howard,Hampton,"W, 81-76 "
11-25,Morgan+St.,Mount St. Mary's,"L, 62-55 "
12-01,Morgan+St.,Lincoln PA,"W, 102-94 "
12-08,Morgan+St.,Iona,"W, 83-72 "
12-19,Morgan+St.,West Va. Tech,"L, 73-67 "
12-21,Morgan+St.,Delaware,"W, 65-59 "
1-03,Morgan+St.,James Madison,"W, 80-73 "
1-09,Morgan+St.,Norfolk St.,"W, 78-74 "
1-10,Morgan+St.,Norfolk St.,"L, 89-85 "
1-16,Morgan+St.,Coppin St.,"W, 92-72 "
1-17,Morgan+St.,Coppin St.,"L, 89-79 "
1-21,Morgan+St.,St. Mary's MD,"W, 99-41 "
1-24,Morgan+St.,Delaware St.,"W, 99-83 "
1-30,Morgan+St.,Coppin St.,"W, 79-76 "
2-02,Morgan+St.,Coppin St.,"W, 95-82 "
2-06,Morgan+St.,Delaware St.,"W, 74-69 "
2-13,Morgan+St.,Norfolk St.,"L, 74-69 "
2-14,Morgan+St.,Norfolk St.,"L, 68-65 "
3-05,Morgan+St.,Delaware St.,"W, 92-67 "
3-06,Morgan+St.,Delaware St.,"L, 82-75 "
3-11,Morgan+St.,Florida A&M,"W, 77-75 "
3-12,Morgan+St.,Coppin St.,"W, 82-61 "
3-13,Morgan+St.,Norfolk St.,"L, 71-63 "
11-27,Norfolk+St.,James Madison,"W, 83-73 "
11-28,Norfolk+St.,Radford,"W, 57-54 "
12-02,Norfolk+St.,Old Dominion,"L, 80-66 "
12-07,Norfolk+St.,Hampton,"W, 76-64 "
12-13,Norfolk+St.,UNC Greensboro,"L, 64-47 "
12-18,Norfolk+St.,UNC Wilmington,"L, 80-72 "
12-26,Norfolk+St.,George Mason,"W, 68-65 "
1-09,Norfolk+St.,Morgan St.,"L, 78-74 "
1-10,Norfolk+St.,Morgan St.,"W, 89-85 "
1-13,Norfolk+St.,N.C. Wesleyan,"W, 80-58 "
1-16,Norfolk+St.,Delaware St.,"W, 87-76 "
1-17,Norfolk+St.,Delaware St.,"W, 83-79 OT"
1-23,Norfolk+St.,Coppin St.,"L, 81-71 "
1-24,Norfolk+St.,Coppin St.,"L, 81-77 "
1-30,Norfolk+St.,Delaware St.,"W, 94-66 "
2-07,Norfolk+St.,Coppin St.,"W, 84-72 "
2-08,Norfolk+St.,Coppin St.,"L, 74-64 "
2-13,Norfolk+St.,Morgan St.,"W, 74-69 "
2-14,Norfolk+St.,Morgan St.,"W, 68-65 "
2-24,Norfolk+St.,Delaware St.,"W, 86-55 "
2-28,Norfolk+St.,St. Mary's MD,"W, 72-51 "
3-11,Norfolk+St.,North Carolina Central,"W, 87-58 "
3-13,Norfolk+St.,Morgan St.,"W, 71-63 "
3-18,Norfolk+St.,Appalachian St.,"W, 54-53 "
3-20,Norfolk+St.,Gonzaga,"L, 98-55 "
11-25,North+Carolina+Central,Iowa,"L, 97-67 "
11-26,North+Carolina+Central,Southern,"W, 85-78 OT"
12-07,North+Carolina+Central,Coastal Carolina,"L, 78-71 "
12-12,North+Carolina+Central,North Carolina,"L, 73-67 "
1-29,North+Carolina+Central,Carver,"W, 94-61 "
2-01,North+Carolina+Central,South Carolina St.,"W, 91-77 "
2-02,North+Carolina+Central,South Carolina St.,"W, 64-63 "
2-08,North+Carolina+Central,Florida A&M,"L, 59-50 "
2-09,North+Carolina+Central,Florida A&M,"L, 60-47 "
2-24,North+Carolina+Central,North Carolina A&T,"L, 79-63 "
2-27,North+Carolina+Central,North Carolina A&T,"L, 55-53 "
3-03,North+Carolina+Central,Florida A&M,"L, 65-58 "
3-04,North+Carolina+Central,Florida A&M,"W, 74-71 "
3-11,North+Carolina+Central,Norfolk St.,"L, 87-58 "
11-25,South+Carolina+St.,Appalachian St.,"L, 81-61 "
11-28,South+Carolina+St.,Bowling Green,"L, 101-78 "
12-02,South+Carolina+St.,Clemson,"L, 75-38 "
12-05,South+Carolina+St.,UNC Asheville,"L, 77-56 "
12-07,South+Carolina+St.,Charlotte,"L, 78-40 "
12-11,South+Carolina+St.,College of Charleston,"L, 90-63 "
12-13,South+Carolina+St.,Jacksonville,"L, 60-58 "
12-15,South+Carolina+St.,Liberty,"L, 82-52 "
12-18,South+Carolina+St.,Presbyterian,"L, 62-56 "
12-21,South+Carolina+St.,Furman,"L, 118-52 "
1-02,South+Carolina+St.,North Carolina A&T,"L, 97-86 "
1-03,South+Carolina+St.,North Carolina A&T,"L, 73-66 "
1-10,South+Carolina+St.,Florida A&M,"L, 70-68 "
2-01,South+Carolina+St.,North Carolina Central,"L, 91-77 "
2-02,South+Carolina+St.,North Carolina Central,"L, 64-63 "
2-25,South+Carolina+St.,Florida A&M,"L, 75-67 "
2-27,South+Carolina+St.,Florida A&M,"W, 63-57 "
2-28,South+Carolina+St.,Florida A&M,"L, 63-58 "
11-25,Bradley,Toledo,"W, 61-59 "
11-26,Bradley,Xavier,"L, 51-50 "
11-27,Bradley,Oakland,"W, 74-60 "
12-01,Bradley,Judson (IL),"W, 105-32 "
12-04,Bradley,South Dakota St.,"L, 88-84 "
12-07,Bradley,Lewis,"W, 95-62 "
12-17,Bradley,Jackson St.,"W, 83-60 "
12-19,Bradley,Miami OH,"W, 69-68 "
12-22,Bradley,Missouri,"L, 54-53 "
1-10,Bradley,Northern Iowa,"L, 78-72 "
1-11,Bradley,Northern Iowa,"W, 75-73 "
1-16,Bradley,Evansville,"W, 69-60 "
1-17,Bradley,Evansville,"W, 86-55 "
1-20,Bradley,Illinois St.,"L, 71-56 "
1-24,Bradley,Loyola Chicago,"L, 69-56 "
1-25,Bradley,Loyola Chicago,"L, 65-58 "
1-28,Bradley,Valparaiso,"L, 91-85 2OT"
1-31,Bradley,Indiana St.,"L, 60-57 "
2-01,Bradley,Indiana St.,"L, 67-55 "
2-06,Bradley,Southern Illinois,"W, 74-66 "
2-07,Bradley,Southern Illinois,"L, 69-68 "
2-10,Bradley,Valparaiso,"W, 76-52 "
2-13,Bradley,Missouri St.,"L, 80-58 "
2-14,Bradley,Missouri St.,"L, 72-57 "
2-18,Bradley,Illinois St.,"L, 88-71 "
2-26,Bradley,Drake,"L, 80-71 "
2-27,Bradley,Drake,"W, 67-61 "
3-04,Bradley,Southern Illinois,"L, 73-63 "
11-25,Drake,Kansas St.,"W, 80-70 "
11-27,Drake,South Dakota,"W, 69-53 "
12-03,Drake,Nebraska Omaha,"W, 87-66 "
12-06,Drake,St. Ambrose,"W, 97-53 "
12-09,Drake,McKendree,"W, 90-66 "
12-13,Drake,Air Force,"W, 81-53 "
12-18,Drake,South Dakota,"W, 75-57 "
12-20,Drake,Chicago St.,"W, 111-67 "
12-22,Drake,North Dakota,"W, 88-55 "
12-27,Drake,Indiana St.,"W, 81-63 "
12-28,Drake,Indiana St.,"W, 73-66 "
1-03,Drake,Southern Illinois,"W, 73-55 "
1-04,Drake,Southern Illinois,"W, 86-55 "
1-26,Drake,Missouri St.,"W, 68-61 "
1-27,Drake,Missouri St.,"W, 78-73 "
1-31,Drake,Illinois St.,"W, 78-76 OT"
2-01,Drake,Illinois St.,"W, 95-60 "
2-06,Drake,Valparaiso,"W, 80-77 "
2-07,Drake,Valparaiso,"L, 74-57 "
2-10,Drake,Northern Iowa,"W, 80-59 "
2-13,Drake,Loyola Chicago,"L, 81-54 "
2-14,Drake,Loyola Chicago,"W, 51-50 OT"
2-17,Drake,Northern Iowa,"W, 77-69 "
2-21,Drake,Evansville,"W, 85-71 "
2-22,Drake,Evansville,"W, 74-63 "
2-26,Drake,Bradley,"W, 80-71 "
2-27,Drake,Bradley,"L, 67-61 "
3-06,Drake,Missouri St.,"W, 71-69 "
3-07,Drake,Loyola Chicago,"L, 75-65 "
3-18,Drake,Wichita St.,"W, 53-52 "
3-20,Drake,USC,"L, 72-56 "
11-25,Evansville,Louisville,"L, 79-44 "
11-27,Evansville,Prairie View A&M,"L, 64-61 "
12-02,Evansville,Tennessee Martin,"L, 93-87 2OT"
12-09,Evansville,Eastern Illinois,"W, 68-65 "
12-15,Evansville,Southeast Missouri St.,"W, 66-63 OT"
12-21,Evansville,Belmont,"L, 72-63 "
12-27,Evansville,Southern Illinois,"L, 63-57 "
12-28,Evansville,Southern Illinois,"W, 84-72 "
1-02,Evansville,Northern Iowa,"W, 65-61 "
1-03,Evansville,Northern Iowa,"W, 70-64 "
1-09,Evansville,Illinois St.,"W, 57-48 "
1-10,Evansville,Illinois St.,"L, 73-68 "
1-16,Evansville,Bradley,"L, 69-60 "
1-17,Evansville,Bradley,"L, 86-55 "
1-31,Evansville,Valparaiso,"W, 70-52 "
2-01,Evansville,Valparaiso,"W, 58-51 "
2-06,Evansville,Loyola Chicago,"L, 68-55 "
2-07,Evansville,Loyola Chicago,"L, 69-58 "
2-14,Evansville,Indiana St.,"L, 76-70 "
2-17,Evansville,Indiana St.,"L, 87-73 "
2-21,Evansville,Drake,"L, 85-71 "
2-22,Evansville,Drake,"L, 74-63 "
2-26,Evansville,Missouri St.,"L, 90-81 "
2-27,Evansville,Missouri St.,"W, 72-63 "
3-05,Evansville,Indiana St.,"L, 53-43 "
11-25,Illinois+St.,Ohio St.,"L, 94-67 "
11-28,Illinois+St.,UMass Lowell,"W, 82-72 "
12-02,Illinois+St.,Greenville,"W, 177-108 "
12-05,Illinois+St.,Murray St.,"L, 76-65 "
12-12,Illinois+St.,Ball St.,"L, 82-66 "
12-15,Illinois+St.,Chicago St.,"W, 91-62 "
12-27,Illinois+St.,Loyola Chicago,"L, 90-60 "
12-28,Illinois+St.,Loyola Chicago,"L, 86-55 "
1-09,Illinois+St.,Evansville,"L, 57-48 "
1-10,Illinois+St.,Evansville,"W, 73-68 "
1-16,Illinois+St.,Indiana St.,"L, 73-65 "
1-17,Illinois+St.,Indiana St.,"L, 74-68 "
1-20,Illinois+St.,Bradley,"W, 71-56 "
1-23,Illinois+St.,Valparaiso,"L, 69-60 "
1-24,Illinois+St.,Valparaiso,"L, 70-66 "
1-31,Illinois+St.,Drake,"L, 78-76 OT"
2-01,Illinois+St.,Drake,"L, 95-60 "
2-06,Illinois+St.,Missouri St.,"L, 74-67 "
2-07,Illinois+St.,Missouri St.,"L, 72-62 "
2-13,Illinois+St.,Southern Illinois,"W, 80-55 "
2-14,Illinois+St.,Southern Illinois,"L, 59-49 "
2-18,Illinois+St.,Bradley,"W, 88-71 "
2-26,Illinois+St.,Northern Iowa,"L, 70-56 "
2-27,Illinois+St.,Northern Iowa,"L, 94-87 2OT"
3-04,Illinois+St.,Northern Iowa,"L, 65-60 "
12-08,Indiana+St.,Truman,"W, 80-66 "
12-12,Indiana+St.,Purdue,"L, 80-68 "
12-15,Indiana+St.,Saint Louis,"L, 78-59 "
12-19,Indiana+St.,Ball St.,"W, 67-57 "
12-22,Indiana+St.,Southeast Missouri St.,"W, 72-66 "
12-27,Indiana+St.,Drake,"L, 81-63 "
12-28,Indiana+St.,Drake,"L, 73-66 "
1-02,Indiana+St.,Missouri St.,"L, 84-74 "
1-03,Indiana+St.,Missouri St.,"L, 70-66 "
1-10,Indiana+St.,Loyola Chicago,"W, 76-71 "
1-11,Indiana+St.,Loyola Chicago,"L, 58-48 "
1-16,Indiana+St.,Illinois St.,"W, 73-65 "
1-17,Indiana+St.,Illinois St.,"W, 74-68 "
1-25,Indiana+St.,Southern Illinois,"W, 69-66 "
1-26,Indiana+St.,Southern Illinois,"W, 71-59 "
1-31,Indiana+St.,Bradley,"W, 60-57 "
2-01,Indiana+St.,Bradley,"W, 67-55 "
2-06,Indiana+St.,Northern Iowa,"W, 61-57 "
2-07,Indiana+St.,Northern Iowa,"L, 70-67 "
2-14,Indiana+St.,Evansville,"W, 76-70 "
2-17,Indiana+St.,Evansville,"W, 87-73 "
2-26,Indiana+St.,Valparaiso,"W, 58-43 "
2-27,Indiana+St.,Valparaiso,"L, 70-58 "
3-05,Indiana+St.,Evansville,"W, 53-43 "
3-06,Indiana+St.,Loyola Chicago,"L, 65-49 "
12-16,Missouri+St.,William Jewell,"W, 73-64 "
12-19,Missouri+St.,Northwestern St.,"W, 94-67 "
12-21,Missouri+St.,Little Rock,"W, 85-77 "
12-27,Missouri+St.,Northern Iowa,"W, 79-59 "
12-28,Missouri+St.,Northern Iowa,"L, 85-75 "
1-02,Missouri+St.,Indiana St.,"W, 84-74 "
1-03,Missouri+St.,Indiana St.,"W, 70-66 "
1-09,Missouri+St.,Valparaiso,"W, 81-68 "
1-10,Missouri+St.,Valparaiso,"W, 78-68 "
1-17,Missouri+St.,Missouri S&T,"W, 94-49 "
1-26,Missouri+St.,Drake,"L, 68-61 "
1-27,Missouri+St.,Drake,"L, 78-73 "
1-31,Missouri+St.,Loyola Chicago,"L, 72-46 "
2-01,Missouri+St.,Loyola Chicago,"L, 70-50 "
2-06,Missouri+St.,Illinois St.,"W, 74-67 "
2-07,Missouri+St.,Illinois St.,"W, 72-62 "
2-10,Missouri+St.,Southern Illinois,"W, 65-53 "
2-13,Missouri+St.,Bradley,"W, 80-58 "
2-14,Missouri+St.,Bradley,"W, 72-57 "
2-17,Missouri+St.,Southern Illinois,"W, 68-53 "
2-26,Missouri+St.,Evansville,"W, 90-81 "
2-27,Missouri+St.,Evansville,"L, 72-63 "
3-05,Missouri+St.,Valparaiso,"W, 66-55 "
3-06,Missouri+St.,Drake,"L, 71-69 "
12-02,Southern+Illinois,Southeast Missouri St.,"W, 87-79 OT"
12-06,Southern+Illinois,Quincy,"W, 102-61 "
12-11,Southern+Illinois,Murray St.,"W, 70-66 "
12-17,Southern+Illinois,North Dakota,"W, 85-64 "
12-18,Southern+Illinois,North Dakota,"W, 62-50 "
12-21,Southern+Illinois,Butler,"W, 76-73 "
12-27,Southern+Illinois,Evansville,"W, 63-57 "
12-28,Southern+Illinois,Evansville,"L, 84-72 "
1-03,Southern+Illinois,Drake,"L, 73-55 "
1-04,Southern+Illinois,Drake,"L, 86-55 "
1-25,Southern+Illinois,Indiana St.,"L, 69-66 "
1-26,Southern+Illinois,Indiana St.,"L, 71-59 "
1-30,Southern+Illinois,Northern Iowa,"L, 74-62 "
1-31,Southern+Illinois,Northern Iowa,"W, 71-68 "
2-06,Southern+Illinois,Bradley,"L, 74-66 "
2-07,Southern+Illinois,Bradley,"W, 69-68 "
2-10,Southern+Illinois,Missouri St.,"L, 65-53 "
2-13,Southern+Illinois,Illinois St.,"L, 80-55 "
2-14,Southern+Illinois,Illinois St.,"W, 59-49 "
