date,team,opponent,result
12-08,Detroit,Kent St.,"L, 80-66 "
12-12,Detroit,Western Michigan,"W, 67-57 "
12-19,Detroit,Wright St.,"L, 93-70 "
12-20,Detroit,Wright St.,"L, 85-72 "
12-26,Detroit,Oakland,"L, 77-75 OT"
12-27,Detroit,Oakland,"L, 83-80 "
1-15,Detroit,Green Bay,"W, 86-61 "
1-16,Detroit,Green Bay,"W, 68-65 "
1-22,Detroit,Oakland,"L, 86-81 "
1-23,Detroit,Oakland,"W, 82-72 "
1-29,Detroit,Youngstown St.,"W, 78-75 "
1-30,Detroit,Youngstown St.,"W, 77-72 "
2-05,Detroit,Fort Wayne,"W, 82-72 "
2-06,Detroit,Fort Wayne,"W, 83-56 "
2-12,Detroit,Cleveland St.,"W, 89-83 "
2-13,Detroit,Cleveland St.,"L, 71-64 "
2-19,Detroit,Robert Morris,"W, 85-74 "
2-20,Detroit,Robert Morris,"W, 80-61 "
2-25,Detroit,Robert Morris,"W, 83-73 "
3-02,Detroit,Northern Kentucky,"L, 70-69 "
11-25,Green+Bay,Minnesota,"L, 99-69 "
12-01,Green+Bay,Wisconsin,"L, 82-42 "
12-05,Green+Bay,Eastern Illinois,"L, 93-91 2OT"
12-08,Green+Bay,Marquette,"L, 82-68 "
12-19,Green+Bay,Milwaukee,"L, 68-65 "
12-20,Green+Bay,Milwaukee,"L, 74-62 "
12-26,Green+Bay,Wright St.,"L, 67-53 "
12-27,Green+Bay,Wright St.,"L, 90-77 "
1-01,Green+Bay,Youngstown St.,"L, 84-77 "
1-02,Green+Bay,Youngstown St.,"W, 79-69 "
1-08,Green+Bay,Oakland,"W, 84-81 OT"
1-09,Green+Bay,Oakland,"W, 87-78 "
1-15,Green+Bay,Detroit,"L, 86-61 "
1-16,Green+Bay,Detroit,"L, 68-65 "
1-22,Green+Bay,Fort Wayne,"W, 77-59 "
1-23,Green+Bay,Fort Wayne,"W, 87-72 "
1-29,Green+Bay,Cleveland St.,"L, 74-68 "
1-30,Green+Bay,Cleveland St.,"L, 73-65 "
2-05,Green+Bay,IUPUI,"L, 80-71 "
2-06,Green+Bay,IUPUI,"W, 79-72 "
2-12,Green+Bay,Northern Kentucky,"W, 86-82 OT"
2-13,Green+Bay,Northern Kentucky,"L, 71-66 "
2-19,Green+Bay,Illinois Chicago,"L, 61-58 "
2-20,Green+Bay,Illinois Chicago,"W, 69-59 "
2-25,Green+Bay,Fort Wayne,"L, 89-84 2OT"
11-25,Illinois+Chicago,Northern Illinois,"W, 65-61 "
11-28,Illinois+Chicago,Central Michigan,"W, 74-72 "
12-01,Illinois+Chicago,Valparaiso,"W, 66-50 "
12-05,Illinois+Chicago,Ball St.,"L, 68-66 "
12-13,Illinois+Chicago,Loyola Chicago,"L, 77-66 "
12-19,Illinois+Chicago,Oakland,"W, 74-72 "
12-20,Illinois+Chicago,Oakland,"W, 90-73 "
1-08,Illinois+Chicago,Fort Wayne,"L, 96-89 OT"
1-09,Illinois+Chicago,Fort Wayne,"L, 88-55 "
1-15,Illinois+Chicago,Robert Morris,"W, 67-53 "
1-16,Illinois+Chicago,Robert Morris,"W, 66-62 OT"
1-22,Illinois+Chicago,Youngstown St.,"W, 67-66 "
1-23,Illinois+Chicago,Youngstown St.,"L, 85-77 "
1-29,Illinois+Chicago,Northern Kentucky,"L, 72-68 "
1-30,Illinois+Chicago,Northern Kentucky,"L, 69-67 "
2-05,Illinois+Chicago,Wright St.,"L, 72-47 "
2-06,Illinois+Chicago,Wright St.,"L, 77-57 "
2-12,Illinois+Chicago,IUPUI,"L, 89-69 "
2-13,Illinois+Chicago,IUPUI,"L, 88-81 "
2-19,Illinois+Chicago,Green Bay,"W, 61-58 "
2-20,Illinois+Chicago,Green Bay,"L, 69-59 "
2-25,Illinois+Chicago,Youngstown St.,"L, 74-58 "
12-11,Milwaukee,Kansas St.,"L, 76-75 "
12-13,Milwaukee,Western Michigan,"W, 71-63 "
12-19,Milwaukee,Green Bay,"W, 68-65 "
12-20,Milwaukee,Green Bay,"W, 74-62 "
1-01,Milwaukee,Robert Morris,"L, 67-64 "
1-08,Milwaukee,IUPUI,"W, 94-70 "
1-09,Milwaukee,IUPUI,"W, 71-63 "
1-15,Milwaukee,Fort Wayne,"L, 81-72 "
1-16,Milwaukee,Fort Wayne,"L, 81-74 "
1-22,Milwaukee,Cleveland St.,"L, 64-53 "
1-23,Milwaukee,Cleveland St.,"W, 81-80 OT"
1-29,Milwaukee,IUPUI,"L, 73-68 "
1-30,Milwaukee,IUPUI,"W, 83-76 "
2-05,Milwaukee,Northern Kentucky,"L, 87-73 "
2-06,Milwaukee,Northern Kentucky,"L, 79-65 "
2-12,Milwaukee,Wright St.,"L, 92-81 "
2-13,Milwaukee,Wright St.,"L, 92-82 "
2-19,Milwaukee,Oakland,"L, 85-81 "
2-20,Milwaukee,Oakland,"W, 89-87 2OT"
2-25,Milwaukee,IUPUI,"W, 84-72 "
3-02,Milwaukee,Wright St.,"W, 94-92 OT"
3-08,Milwaukee,Cleveland St.,"L, 71-65 "
11-25,Oakland,Xavier,"L, 101-49 "
11-26,Oakland,Toledo,"L, 80-53 "
11-27,Oakland,Bradley,"L, 74-60 "
11-29,Oakland,Michigan,"L, 81-71 OT"
12-01,Oakland,Purdue,"L, 93-50 "
12-05,Oakland,Oklahoma St.,"L, 84-71 "
12-13,Oakland,Michigan St.,"L, 109-91 "
12-19,Oakland,Illinois Chicago,"L, 74-72 "
12-20,Oakland,Illinois Chicago,"L, 90-73 "
12-26,Oakland,Detroit,"W, 77-75 OT"
12-27,Oakland,Detroit,"W, 83-80 "
1-01,Oakland,Wright St.,"L, 90-51 "
1-02,Oakland,Wright St.,"W, 81-71 "
1-08,Oakland,Green Bay,"L, 84-81 OT"
1-09,Oakland,Green Bay,"L, 87-78 "
1-15,Oakland,Youngstown St.,"W, 82-65 "
1-16,Oakland,Youngstown St.,"W, 81-74 "
1-22,Oakland,Detroit,"W, 86-81 "
1-23,Oakland,Detroit,"L, 82-72 "
1-29,Oakland,Fort Wayne,"W, 81-66 "
1-30,Oakland,Fort Wayne,"W, 82-75 "
2-05,Oakland,Cleveland St.,"L, 80-72 "
2-06,Oakland,Cleveland St.,"L, 80-78 "
2-12,Oakland,Robert Morris,"L, 88-82 2OT"
2-13,Oakland,Robert Morris,"W, 86-81 "
2-19,Oakland,Milwaukee,"W, 85-81 "
2-20,Oakland,Milwaukee,"L, 89-87 2OT"
3-02,Oakland,Youngstown St.,"W, 87-83 OT"
3-08,Oakland,Northern Kentucky,"W, 69-58 "
3-09,Oakland,Cleveland St.,"L, 80-69 "
12-03,Wright+St.,Marshall,"L, 80-64 "
12-05,Wright+St.,Miami OH,"W, 71-47 "
12-13,Wright+St.,Bowling Green,"W, 85-67 "
12-19,Wright+St.,Detroit,"W, 93-70 "
12-20,Wright+St.,Detroit,"W, 85-72 "
12-26,Wright+St.,Green Bay,"W, 67-53 "
12-27,Wright+St.,Green Bay,"W, 90-77 "
1-01,Wright+St.,Oakland,"W, 90-51 "
1-02,Wright+St.,Oakland,"L, 81-71 "
1-08,Wright+St.,Youngstown St.,"L, 74-72 "
1-09,Wright+St.,Youngstown St.,"W, 93-55 "
1-15,Wright+St.,Cleveland St.,"L, 66-64 "
1-16,Wright+St.,Cleveland St.,"W, 85-49 "
1-22,Wright+St.,IUPUI,"W, 95-65 "
1-23,Wright+St.,IUPUI,"W, 100-72 "
1-29,Wright+St.,Robert Morris,"W, 79-70 "
1-30,Wright+St.,Robert Morris,"W, 86-56 "
2-05,Wright+St.,Illinois Chicago,"W, 72-47 "
2-06,Wright+St.,Illinois Chicago,"W, 77-57 "
2-12,Wright+St.,Milwaukee,"W, 92-81 "
2-13,Wright+St.,Milwaukee,"W, 92-82 "
2-19,Wright+St.,Northern Kentucky,"L, 81-75 "
2-20,Wright+St.,Northern Kentucky,"W, 77-71 "
3-02,Wright+St.,Milwaukee,"L, 94-92 OT"
12-09,Youngstown+St.,Point Park,"W, 72-52 "
12-13,Youngstown+St.,Binghamton,"W, 79-65 "
12-14,Youngstown+St.,West Va. Tech,"W, 80-66 "
12-19,Youngstown+St.,Northern Kentucky,"L, 79-64 "
12-20,Youngstown+St.,Northern Kentucky,"W, 70-60 "
12-26,Youngstown+St.,Cleveland St.,"L, 87-69 "
12-27,Youngstown+St.,Cleveland St.,"L, 81-74 "
1-01,Youngstown+St.,Green Bay,"W, 84-77 "
1-02,Youngstown+St.,Green Bay,"L, 79-69 "
1-04,Youngstown+St.,Carlow,"W, 109-56 "
1-08,Youngstown+St.,Wright St.,"W, 74-72 "
1-09,Youngstown+St.,Wright St.,"L, 93-55 "
1-15,Youngstown+St.,Oakland,"L, 82-65 "
1-16,Youngstown+St.,Oakland,"L, 81-74 "
1-22,Youngstown+St.,Illinois Chicago,"L, 67-66 "
1-23,Youngstown+St.,Illinois Chicago,"W, 85-77 "
1-29,Youngstown+St.,Detroit,"L, 78-75 "
1-30,Youngstown+St.,Detroit,"L, 77-72 "
2-05,Youngstown+St.,Robert Morris,"W, 84-78 OT"
2-06,Youngstown+St.,Robert Morris,"W, 70-66 OT"
2-08,Youngstown+St.,Rochester Univ. (MI),"W, 60-50 "
2-12,Youngstown+St.,Fort Wayne,"W, 84-70 "
2-13,Youngstown+St.,Fort Wayne,"W, 72-70 "
2-19,Youngstown+St.,IUPUI,"L, 72-70 "
2-20,Youngstown+St.,IUPUI,"W, 77-70 "
2-25,Youngstown+St.,Illinois Chicago,"W, 74-58 "
3-02,Youngstown+St.,Oakland,"L, 87-83 OT"
11-27,Valparaiso,Vanderbilt,"L, 77-71 "
12-01,Valparaiso,Illinois Chicago,"L, 66-50 "
12-04,Valparaiso,Purdue,"L, 68-61 "
12-06,Valparaiso,Judson (IL),"W, 85-45 "
12-09,Valparaiso,SIU Edwardsville,"W, 80-58 "
12-12,Valparaiso,Central Michigan,"L, 84-79 "
12-17,Valparaiso,Purdue Northwest,"W, 89-71 "
12-19,Valparaiso,Toledo,"L, 71-57 "
1-09,Valparaiso,Missouri St.,"L, 81-68 "
1-10,Valparaiso,Missouri St.,"L, 78-68 "
1-16,Valparaiso,DePaul,"L, 77-58 "
1-20,Valparaiso,Loyola Chicago,"L, 75-39 "
1-23,Valparaiso,Illinois St.,"W, 69-60 "
1-24,Valparaiso,Illinois St.,"W, 70-66 "
1-28,Valparaiso,Bradley,"W, 91-85 2OT"
1-31,Valparaiso,Evansville,"L, 70-52 "
2-01,Valparaiso,Evansville,"L, 58-51 "
2-06,Valparaiso,Drake,"L, 80-77 "
2-07,Valparaiso,Drake,"W, 74-57 "
2-10,Valparaiso,Bradley,"L, 76-52 "
2-13,Valparaiso,Northern Iowa,"W, 70-57 "
2-14,Valparaiso,Northern Iowa,"L, 74-60 "
2-17,Valparaiso,Loyola Chicago,"L, 54-52 "
2-21,Valparaiso,Southern Illinois,"W, 66-65 "
2-22,Valparaiso,Southern Illinois,"L, 67-64 "
2-26,Valparaiso,Indiana St.,"L, 58-43 "
2-27,Valparaiso,Indiana St.,"W, 70-58 "
3-05,Valparaiso,Missouri St.,"L, 66-55 "
12-12,IUPUI,Tennessee St.,"W, 69-66 "
1-01,IUPUI,Cleveland St.,"L, 65-62 "
1-02,IUPUI,Cleveland St.,"L, 59-49 "
1-08,IUPUI,Milwaukee,"L, 94-70 "
1-09,IUPUI,Milwaukee,"L, 71-63 "
1-15,IUPUI,Northern Kentucky,"W, 74-69 "
1-16,IUPUI,Northern Kentucky,"W, 65-63 "
1-22,IUPUI,Wright St.,"L, 95-65 "
1-23,IUPUI,Wright St.,"L, 100-72 "
1-29,IUPUI,Milwaukee,"W, 73-68 "
1-30,IUPUI,Milwaukee,"L, 83-76 "
2-05,IUPUI,Green Bay,"W, 80-71 "
2-06,IUPUI,Green Bay,"L, 79-72 "
2-12,IUPUI,Illinois Chicago,"W, 89-69 "
2-13,IUPUI,Illinois Chicago,"W, 88-81 "
2-19,IUPUI,Youngstown St.,"W, 72-70 "
2-20,IUPUI,Youngstown St.,"L, 77-70 "
2-25,IUPUI,Milwaukee,"L, 84-72 "
12-11,Canisius,Marist,"W, 81-72 "
12-12,Canisius,Marist,"L, 56-52 "
12-27,Canisius,Monmouth,"L, 84-66 "
12-28,Canisius,Monmouth,"L, 97-69 "
1-01,Canisius,Saint Peter's,"W, 70-58 "
1-02,Canisius,Saint Peter's,"W, 63-60 "
2-12,Canisius,Quinnipiac,"W, 74-67 "
2-13,Canisius,Quinnipiac,"W, 89-70 "
2-19,Canisius,Fairfield,"W, 80-69 "
2-20,Canisius,Fairfield,"L, 66-53 "
3-04,Canisius,Siena,"L, 73-66 "
3-05,Canisius,Siena,"W, 76-75 "
3-08,Canisius,Rider,"L, 78-76 "
11-25,Fairfield,Providence,"L, 97-56 "
12-02,Fairfield,Hartford,"L, 66-61 "
12-04,Fairfield,Stony Brook,"L, 72-69 OT"
12-07,Fairfield,Hartford,"L, 67-54 "
12-11,Fairfield,Iona,"L, 70-42 "
12-12,Fairfield,Iona,"W, 67-52 "
12-18,Fairfield,Niagara,"L, 68-51 "
12-19,Fairfield,Niagara,"L, 81-61 "
12-22,Fairfield,Fairleigh Dickinson,"L, 69-65 "
1-01,Fairfield,Rider,"L, 70-62 "
1-02,Fairfield,Rider,"W, 72-56 "
1-09,Fairfield,Siena,"L, 74-58 "
1-10,Fairfield,Siena,"L, 75-68 "
1-15,Fairfield,Marist,"L, 73-63 "
1-16,Fairfield,Marist,"W, 55-52 "
2-07,Fairfield,Quinnipiac,"L, 78-63 "
2-08,Fairfield,Quinnipiac,"W, 77-70 "
2-13,Fairfield,Saint Peter's,"W, 55-50 "
2-14,Fairfield,Saint Peter's,"L, 66-49 "
2-19,Fairfield,Canisius,"L, 80-69 "
2-20,Fairfield,Canisius,"W, 66-53 "
3-04,Fairfield,Manhattan,"L, 69-59 "
3-05,Fairfield,Manhattan,"W, 85-67 "
3-09,Fairfield,Manhattan,"W, 59-58 OT"
3-10,Fairfield,Monmouth,"W, 79-60 "
3-12,Fairfield,Saint Peter's,"W, 52-47 "
3-13,Fairfield,Iona,"L, 60-51 "
11-30,Iona,Seton Hall,"L, 86-64 "
12-05,Iona,Hofstra,"W, 82-74 "
12-08,Iona,Morgan St.,"L, 83-72 "
12-11,Iona,Fairfield,"W, 70-42 "
12-12,Iona,Fairfield,"L, 67-52 "
12-18,Iona,Rider,"W, 70-56 "
12-19,Iona,Rider,"W, 72-64 "
12-23,Iona,Coppin St.,"W, 85-65 "
2-12,Iona,Manhattan,"W, 85-67 "
2-13,Iona,Manhattan,"L, 77-70 "
2-17,Iona,Quinnipiac,"L, 74-70 "
2-19,Iona,Monmouth,"W, 91-86 "
2-20,Iona,Monmouth,"W, 88-65 "
3-09,Iona,Quinnipiac,"W, 72-48 "
3-10,Iona,Siena,"W, 55-52 "
3-12,Iona,Niagara,"W, 70-64 "
3-13,Iona,Fairfield,"W, 60-51 "
3-20,Iona,Alabama,"L, 68-55 "
12-05,Marist,Binghamton,"W, 68-65 OT"
12-06,Marist,Binghamton,"W, 64-60 "
12-11,Marist,Canisius,"L, 81-72 "
12-12,Marist,Canisius,"W, 56-52 "
12-19,Marist,Manhattan,"W, 61-39 "
12-20,Marist,Manhattan,"W, 72-67 OT"
1-01,Marist,Niagara,"W, 63-61 "
1-02,Marist,Niagara,"L, 86-72 "
1-09,Marist,Monmouth,"L, 80-64 "
1-10,Marist,Monmouth,"L, 72-62 "
1-15,Marist,Fairfield,"W, 73-63 "
1-16,Marist,Fairfield,"L, 55-52 "
1-22,Marist,Rider,"L, 76-64 "
1-23,Marist,Rider,"W, 76-67 "
1-30,Marist,Siena,"W, 55-54 "
1-31,Marist,Siena,"L, 63-50 "
2-19,Marist,Saint Peter's,"L, 59-54 "
2-20,Marist,Saint Peter's,"W, 51-50 "
2-28,Marist,Quinnipiac,"W, 76-67 "
3-01,Marist,Quinnipiac,"W, 65-52 "
3-11,Marist,Niagara,"L, 67-62 "
12-15,Monmouth,Hofstra,"L, 96-88 "
12-18,Monmouth,Saint Peter's,"W, 78-76 "
12-19,Monmouth,Saint Peter's,"L, 78-76 "
12-27,Monmouth,Canisius,"W, 84-66 "
12-28,Monmouth,Canisius,"W, 97-69 "
1-03,Monmouth,Siena,"L, 78-77 "
1-04,Monmouth,Siena,"L, 76-62 "
1-09,Monmouth,Marist,"W, 80-64 "
1-10,Monmouth,Marist,"W, 72-62 "
1-15,Monmouth,Quinnipiac,"W, 92-80 OT"
1-16,Monmouth,Quinnipiac,"W, 70-63 "
1-29,Monmouth,Niagara,"W, 77-67 "
1-30,Monmouth,Niagara,"L, 83-74 "
2-05,Monmouth,Manhattan,"W, 70-65 "
2-06,Monmouth,Manhattan,"W, 71-69 OT"
2-19,Monmouth,Iona,"L, 91-86 "
2-20,Monmouth,Iona,"L, 88-65 "
3-04,Monmouth,Rider,"W, 77-74 OT"
3-05,Monmouth,Rider,"W, 65-62 "
3-10,Monmouth,Fairfield,"L, 79-60 "
12-03,Niagara,Syracuse,"L, 75-45 "
12-11,Niagara,Saint Peter's,"L, 70-54 "
12-12,Niagara,Saint Peter's,"L, 53-49 "
12-18,Niagara,Fairfield,"W, 68-51 "
12-19,Niagara,Fairfield,"W, 81-61 "
12-22,Niagara,Albany,"W, 70-65 "
1-01,Niagara,Marist,"L, 63-61 "
1-02,Niagara,Marist,"W, 86-72 "
1-08,Niagara,Rider,"L, 76-70 "
1-09,Niagara,Rider,"W, 66-55 "
1-15,Niagara,Manhattan,"L, 58-49 "
1-16,Niagara,Manhattan,"L, 58-55 "
1-22,Niagara,Quinnipiac,"W, 59-56 "
1-23,Niagara,Quinnipiac,"L, 78-69 "
1-29,Niagara,Monmouth,"L, 77-67 "
1-30,Niagara,Monmouth,"W, 83-74 "
2-20,Niagara,Siena,"W, 64-62 "
2-21,Niagara,Siena,"L, 68-66 "
3-11,Niagara,Marist,"W, 67-62 "
3-12,Niagara,Iona,"L, 70-64 "
11-25,Quinnipiac,Fairleigh Dickinson,"W, 84-66 "
12-02,Quinnipiac,Drexel,"L, 66-48 "
12-03,Quinnipiac,Drexel,"L, 70-58 "
12-06,Quinnipiac,New Hampshire,"W, 64-58 "
1-08,Quinnipiac,Manhattan,"W, 84-79 2OT"
1-09,Quinnipiac,Manhattan,"L, 45-42 "
1-15,Quinnipiac,Monmouth,"L, 92-80 OT"
1-16,Quinnipiac,Monmouth,"L, 70-63 "
1-22,Quinnipiac,Niagara,"L, 59-56 "
1-23,Quinnipiac,Niagara,"W, 78-69 "
2-07,Quinnipiac,Fairfield,"W, 78-63 "
2-08,Quinnipiac,Fairfield,"L, 77-70 "
2-12,Quinnipiac,Canisius,"L, 74-67 "
2-13,Quinnipiac,Canisius,"L, 89-70 "
2-17,Quinnipiac,Iona,"W, 74-70 "
2-20,Quinnipiac,Rider,"W, 80-64 "
2-21,Quinnipiac,Rider,"W, 93-68 "
2-28,Quinnipiac,Marist,"L, 76-67 "
3-01,Quinnipiac,Marist,"L, 65-52 "
3-04,Quinnipiac,Saint Peter's,"W, 65-60 "
3-05,Quinnipiac,Saint Peter's,"L, 66-64 "
3-09,Quinnipiac,Iona,"L, 72-48 "
12-05,Rider,Syracuse,"L, 87-52 "
12-08,Rider,St. John's,"L, 82-79 "
12-11,Rider,Manhattan,"W, 82-64 "
12-12,Rider,Manhattan,"L, 87-77 "
12-18,Rider,Iona,"L, 70-56 "
12-19,Rider,Iona,"L, 72-64 "
12-23,Rider,NJIT,"L, 81-66 "
1-01,Rider,Fairfield,"W, 70-62 "
1-02,Rider,Fairfield,"L, 72-56 "
1-08,Rider,Niagara,"W, 76-70 "
1-09,Rider,Niagara,"L, 66-55 "
1-15,Rider,Siena,"L, 78-69 "
1-16,Rider,Siena,"L, 74-72 "
1-22,Rider,Marist,"W, 76-64 "
1-23,Rider,Marist,"L, 76-67 "
2-20,Rider,Quinnipiac,"L, 80-64 "
2-21,Rider,Quinnipiac,"L, 93-68 "
2-26,Rider,Saint Peter's,"L, 66-52 "
2-27,Rider,Saint Peter's,"W, 78-65 "
3-04,Rider,Monmouth,"L, 77-74 OT"
3-05,Rider,Monmouth,"L, 65-62 "
3-08,Rider,Canisius,"W, 78-76 "
3-11,Rider,Saint Peter's,"L, 75-60 "
11-25,Saint+Peter's,St. John's,"L, 76-75 "
11-27,Saint+Peter's,La Salle,"W, 62-51 "
12-01,Saint+Peter's,Stony Brook,"W, 82-68 "
12-04,Saint+Peter's,Maryland,"L, 90-57 "
12-11,Saint+Peter's,Niagara,"W, 70-54 "
12-12,Saint+Peter's,Niagara,"W, 53-49 "
12-18,Saint+Peter's,Monmouth,"L, 78-76 "
12-19,Saint+Peter's,Monmouth,"W, 78-76 "
12-23,Saint+Peter's,St. Francis NY,"W, 70-64 "
1-01,Saint+Peter's,Canisius,"L, 70-58 "
1-02,Saint+Peter's,Canisius,"L, 63-60 "
1-22,Saint+Peter's,Siena,"W, 68-62 "
1-23,Saint+Peter's,Siena,"L, 47-40 "
1-29,Saint+Peter's,Manhattan,"W, 59-55 "
1-30,Saint+Peter's,Manhattan,"W, 68-54 "
2-13,Saint+Peter's,Fairfield,"L, 55-50 "
2-14,Saint+Peter's,Fairfield,"W, 66-49 "
2-19,Saint+Peter's,Marist,"W, 59-54 "
2-20,Saint+Peter's,Marist,"L, 51-50 "
2-26,Saint+Peter's,Rider,"W, 66-52 "
2-27,Saint+Peter's,Rider,"L, 78-65 "
3-04,Saint+Peter's,Quinnipiac,"L, 65-60 "
3-05,Saint+Peter's,Quinnipiac,"W, 66-64 "
3-11,Saint+Peter's,Rider,"W, 75-60 "
3-12,Saint+Peter's,Fairfield,"L, 52-47 "
1-03,Siena,Monmouth,"W, 78-77 "
1-04,Siena,Monmouth,"W, 76-62 "
1-09,Siena,Fairfield,"W, 74-58 "
1-10,Siena,Fairfield,"W, 75-68 "
1-15,Siena,Rider,"W, 78-69 "
1-16,Siena,Rider,"W, 74-72 "
1-22,Siena,Saint Peter's,"L, 68-62 "
1-23,Siena,Saint Peter's,"W, 47-40 "
1-30,Siena,Marist,"L, 55-54 "
1-31,Siena,Marist,"W, 63-50 "
2-20,Siena,Niagara,"L, 64-62 "
2-21,Siena,Niagara,"W, 68-66 "
2-26,Siena,Manhattan,"W, 74-69 "
2-27,Siena,Manhattan,"W, 64-56 "
3-04,Siena,Canisius,"W, 73-66 "
3-05,Siena,Canisius,"L, 76-75 "
3-10,Siena,Iona,"L, 55-52 "
12-11,Manhattan,Rider,"L, 82-64 "
12-12,Manhattan,Rider,"W, 87-77 "
12-19,Manhattan,Marist,"L, 61-39 "
12-20,Manhattan,Marist,"L, 72-67 OT"
12-30,Manhattan,Delaware St.,"W, 65-59 "
1-08,Manhattan,Quinnipiac,"L, 84-79 2OT"
1-09,Manhattan,Quinnipiac,"W, 45-42 "
1-15,Manhattan,Niagara,"W, 58-49 "
1-16,Manhattan,Niagara,"W, 58-55 "
1-29,Manhattan,Saint Peter's,"L, 59-55 "
1-30,Manhattan,Saint Peter's,"L, 68-54 "
2-05,Manhattan,Monmouth,"L, 70-65 "
2-06,Manhattan,Monmouth,"L, 71-69 OT"
2-12,Manhattan,Iona,"L, 85-67 "
2-13,Manhattan,Iona,"W, 77-70 "
2-26,Manhattan,Siena,"L, 74-69 "
2-27,Manhattan,Siena,"L, 64-56 "
3-04,Manhattan,Fairfield,"W, 69-59 "
3-05,Manhattan,Fairfield,"L, 85-67 "
3-09,Manhattan,Fairfield,"L, 59-58 OT"
12-12,Akron,Cedarville,"W, 97-49 "
12-15,Akron,St. Bonaventure,"L, 81-74 "
12-19,Akron,Malone,"W, 93-83 "
12-22,Akron,Ohio,"W, 90-70 "
1-01,Akron,Kent St.,"W, 66-62 "
1-09,Akron,Eastern Michigan,"L, 71-59 "
1-12,Akron,Northern Illinois,"L, 67-65 "
1-16,Akron,Toledo,"W, 95-94 OT"
1-19,Akron,Bowling Green,"W, 69-57 "
1-21,Akron,Central Michigan,"W, 81-67 "
1-23,Akron,Western Michigan,"W, 79-68 "
1-26,Akron,Eastern Michigan,"W, 86-65 "
1-30,Akron,Ball St.,"W, 74-42 "
2-02,Akron,Toledo,"L, 91-76 "
2-05,Akron,Kent St.,"W, 72-61 "
2-12,Akron,Miami OH,"W, 83-76 "
2-16,Akron,Northern Illinois,"W, 81-76 "
2-19,Akron,Ball St.,"W, 88-79 "
2-23,Akron,Ohio,"L, 90-73 "
2-26,Akron,Bowling Green,"L, 83-71 "
3-02,Akron,Buffalo,"L, 80-78 "
3-11,Akron,Bowling Green,"W, 74-67 "
3-12,Akron,Buffalo,"L, 81-74 OT"
11-25,Ball+St.,Northern Kentucky,"L, 74-73 "
12-02,Ball+St.,Michigan,"L, 84-65 "
12-05,Ball+St.,Illinois Chicago,"W, 68-66 "
12-08,Ball+St.,Northern Illinois,"W, 79-70 OT"
12-12,Ball+St.,Illinois St.,"W, 82-66 "
12-19,Ball+St.,Indiana St.,"L, 67-57 "
12-22,Ball+St.,Western Michigan,"W, 76-68 "
1-02,Ball+St.,Ohio,"L, 78-68 "
1-09,Ball+St.,Buffalo,"L, 86-69 "
1-12,Ball+St.,Bowling Green,"W, 88-64 "
1-16,Ball+St.,Northern Illinois,"W, 78-58 "
1-19,Ball+St.,Miami OH,"L, 81-71 "
1-23,Ball+St.,Ohio,"L, 85-77 "
1-30,Ball+St.,Akron,"L, 74-42 "
2-02,Ball+St.,Buffalo,"L, 78-58 "
2-06,Ball+St.,Toledo,"W, 81-67 "
2-16,Ball+St.,Bowling Green,"L, 75-62 "
2-19,Ball+St.,Akron,"L, 88-79 "
2-24,Ball+St.,Kent St.,"W, 90-71 "
2-27,Ball+St.,Central Michigan,"W, 97-91 "
3-02,Ball+St.,Eastern Michigan,"W, 100-65 "
3-05,Ball+St.,Toledo,"L, 89-70 "
3-11,Ball+St.,Toledo,"L, 91-89 OT"
11-25,Bowling+Green,Michigan,"L, 96-82 "
11-28,Bowling+Green,South Carolina St.,"W, 101-78 "
11-30,Bowling+Green,Appalachian St.,"W, 78-76 OT"
12-03,Bowling+Green,Purdue Northwest,"W, 88-67 "
12-06,Bowling+Green,Buffalo,"W, 86-78 "
12-13,Bowling+Green,Wright St.,"L, 85-67 "
12-18,Bowling+Green,Robert Morris,"W, 85-65 "
12-30,Bowling+Green,Ohio,"W, 83-75 "
1-02,Bowling+Green,Northern Illinois,"W, 68-42 "
1-05,Bowling+Green,Central Michigan,"W, 90-69 "
1-09,Bowling+Green,Central Michigan,"W, 93-65 "
1-12,Bowling+Green,Ball St.,"L, 88-64 "
1-15,Bowling+Green,Buffalo,"W, 76-69 "
1-19,Bowling+Green,Akron,"L, 69-57 "
1-21,Bowling+Green,Miami OH,"L, 96-77 "
1-27,Bowling+Green,Kent St.,"L, 96-91 "
1-30,Bowling+Green,Toledo,"L, 84-66 "
2-03,Bowling+Green,Western Michigan,"L, 76-70 "
2-09,Bowling+Green,Kent St.,"L, 71-67 "
2-13,Bowling+Green,Toledo,"W, 88-81 "
2-16,Bowling+Green,Ball St.,"W, 75-62 "
2-23,Bowling+Green,Eastern Michigan,"W, 82-69 "
2-26,Bowling+Green,Akron,"W, 83-71 "
3-02,Bowling+Green,Miami OH,"L, 84-79 OT"
3-11,Bowling+Green,Akron,"L, 74-67 "
3-22,Bowling+Green,Stetson,"L, 53-52 "
11-28,Central+Michigan,Illinois Chicago,"L, 74-72 "
12-01,Central+Michigan,FIU,"L, 96-76 "
12-02,Central+Michigan,Flagler,"L, 92-73 "
12-06,Central+Michigan,Western Illinois,"W, 79-73 "
12-12,Central+Michigan,Valparaiso,"W, 84-79 "
12-14,Central+Michigan,St. Francis (IL),"W, 91-39 "
12-18,Central+Michigan,Western Michigan,"L, 76-61 "
