date,team,opponent,result
12-18,Mississippi+Valley+St.,Nicholls St.,"L, 104-73 "
12-22,Mississippi+Valley+St.,UAB,"L, 100-58 "
1-03,Mississippi+Valley+St.,Alabama St.,"L, 84-75 "
1-05,Mississippi+Valley+St.,Alabama A&M,"L, 72-67 "
1-08,Mississippi+Valley+St.,Prairie View A&M,"W, 84-82 OT"
1-10,Mississippi+Valley+St.,Texas Southern,"L, 95-58 "
1-15,Mississippi+Valley+St.,Bethune Cookman,"L, 62-60 "
1-17,Mississippi+Valley+St.,Florida A&M,"L, 78-70 "
1-22,Mississippi+Valley+St.,Grambling St.,"L, 68-64 "
1-24,Mississippi+Valley+St.,Southern,"L, 100-72 "
1-29,Mississippi+Valley+St.,Arkansas Pine Bluff,"L, 74-68 "
2-05,Mississippi+Valley+St.,Jackson St.,"L, 69-65 "
2-07,Mississippi+Valley+St.,Alcorn St.,"L, 79-71 "
2-12,Mississippi+Valley+St.,Alabama A&M,"L, 94-92 4OT"
2-14,Mississippi+Valley+St.,Alabama St.,"W, 85-71 "
2-19,Mississippi+Valley+St.,Texas Southern,"L, 79-59 "
2-21,Mississippi+Valley+St.,Prairie View A&M,"L, 69-64 "
2-26,Mississippi+Valley+St.,Arkansas Pine Bluff,"L, 93-79 "
3-03,Mississippi+Valley+St.,Alcorn St.,"L, 72-69 "
3-05,Mississippi+Valley+St.,Jackson St.,"L, 76-69 "
11-09,Southern,Louisville,"L, 72-60 "
11-13,Southern,Tulane,"W, 73-70 "
11-16,Southern,Rice,"L, 81-63 "
11-19,Southern,South Dakota,"L, 71-68 "
11-21,Southern,Nebraska,"L, 82-59 "
11-23,Southern,Ecclesia,"W, 109-53 "
11-28,Southern,Tennessee St.,"W, 82-80 "
12-04,Southern,Akron,"L, 79-62 "
12-07,Southern,Kentucky,"L, 76-64 "
12-09,Southern,Lindsey Wilson,"W, 86-68 "
12-11,Southern,Southeastern Louisiana,"W, 72-66 "
12-19,Southern,Kent St.,"W, 78-76 "
12-21,Southern,Dayton,"L, 69-60 "
1-03,Southern,Texas Southern,"W, 63-50 "
1-08,Southern,Florida A&M,"W, 80-66 "
1-10,Southern,Bethune Cookman,"W, 69-59 "
1-15,Southern,Grambling St.,"L, 83-77 "
1-22,Southern,Arkansas Pine Bluff,"W, 99-51 "
1-24,Southern,Mississippi Valley St.,"W, 100-72 "
1-29,Southern,Alcorn St.,"L, 68-64 "
1-31,Southern,Jackson St.,"W, 75-64 "
2-05,Southern,Alabama A&M,"W, 73-64 "
2-07,Southern,Alabama St.,"W, 72-58 "
2-12,Southern,Prairie View A&M,"L, 84-77 "
2-14,Southern,Texas Southern,"W, 70-58 "
2-19,Southern,Grambling St.,"L, 61-57 "
2-26,Southern,Bethune Cookman,"L, 87-84 OT"
2-28,Southern,Florida A&M,"W, 58-49 "
3-03,Southern,Alabama St.,"L, 77-67 "
3-05,Southern,Alabama A&M,"W, 50-49 "
3-10,Southern,Grambling St.,"L, 60-58 "
11-09,Texas+Southern,Oregon,"L, 83-66 "
11-12,Texas+Southern,Saint Mary's,"L, 67-58 "
11-15,Texas+Southern,Washington,"L, 72-65 "
11-17,Texas+Southern,Air Force,"L, 61-57 "
11-21,Texas+Southern,North Carolina St.,"L, 65-57 "
11-24,Texas+Southern,BYU,"L, 81-64 "
12-01,Texas+Southern,Louisiana Tech,"L, 87-60 "
12-06,Texas+Southern,Florida,"W, 69-54 "
12-14,Texas+Southern,UT Rio Grande Valley,"W, 70-60 "
1-03,Texas+Southern,Southern,"L, 63-50 "
1-05,Texas+Southern,Grambling St.,"W, 67-61 "
1-08,Texas+Southern,Arkansas Pine Bluff,"W, 90-71 "
1-10,Texas+Southern,Mississippi Valley St.,"W, 95-58 "
1-15,Texas+Southern,Alcorn St.,"L, 73-72 "
1-17,Texas+Southern,Jackson St.,"L, 61-58 "
1-22,Texas+Southern,Alabama A&M,"W, 78-44 "
1-24,Texas+Southern,Alabama St.,"W, 73-66 "
1-29,Texas+Southern,Prairie View A&M,"W, 75-74 OT"
2-05,Texas+Southern,Florida A&M,"W, 67-55 "
2-07,Texas+Southern,Bethune Cookman,"W, 66-63 "
2-12,Texas+Southern,Grambling St.,"W, 68-65 "
2-14,Texas+Southern,Southern,"L, 70-58 "
2-19,Texas+Southern,Mississippi Valley St.,"W, 79-59 "
2-21,Texas+Southern,Arkansas Pine Bluff,"W, 70-68 "
2-26,Texas+Southern,Jackson St.,"W, 81-66 "
2-28,Texas+Southern,Alcorn St.,"L, 75-72 "
3-05,Texas+Southern,Prairie View A&M,"W, 78-77 "
3-09,Texas+Southern,Jackson St.,"W, 54-50 "
3-11,Texas+Southern,Grambling St.,"W, 73-54 "
3-12,Texas+Southern,Alcorn St.,"W, 87-62 "
3-15,Texas+Southern,Texas A&M Corpus Chris,"-3.0, 68-6563%"
3-16,Texas+Southern,Texas A&M Corpus Chris,"-3.0, 68-6563%"
11-09,Cal+St.+Bakersfield,UCLA,"L, 95-58 "
11-13,Cal+St.+Bakersfield,LIFE Pacific,"W, 85-60 "
11-18,Cal+St.+Bakersfield,Northern Arizona,"L, 74-64 "
11-22,Cal+St.+Bakersfield,Colorado Col.,"W, 99-54 "
11-26,Cal+St.+Bakersfield,Boise St.,"W, 46-39 "
12-11,Cal+St.+Bakersfield,Idaho,"W, 59-58 "
12-15,Cal+St.+Bakersfield,Abilene Christian,"L, 69-59 "
12-18,Cal+St.+Bakersfield,Colorado,"L, 60-46 "
12-21,Cal+St.+Bakersfield,Dartmouth,"W, 61-57 "
12-30,Cal+St.+Bakersfield,Cal St. Fullerton,"L, 73-67 "
1-15,Cal+St.+Bakersfield,UC Riverside,"L, 65-64 "
1-18,Cal+St.+Bakersfield,Cal Poly,"W, 73-60 "
1-20,Cal+St.+Bakersfield,Hawaii,"L, 63-59 "
1-27,Cal+St.+Bakersfield,UC Irvine,"L, 57-52 "
1-29,Cal+St.+Bakersfield,UC San Diego,"L, 83-75 "
2-03,Cal+St.+Bakersfield,Long Beach St.,"L, 74-65 "
2-05,Cal+St.+Bakersfield,Cal St. Fullerton,"L, 75-61 "
2-10,Cal+St.+Bakersfield,UC Santa Barbara,"L, 74-62 "
2-12,Cal+St.+Bakersfield,Cal St. Northridge,"L, 71-65 "
2-17,Cal+St.+Bakersfield,UC Riverside,"L, 79-69 "
2-19,Cal+St.+Bakersfield,UC Davis,"L, 81-79 "
2-22,Cal+St.+Bakersfield,Cal Poly,"W, 61-60 "
2-26,Cal+St.+Bakersfield,Hawaii,"L, 62-50 "
3-03,Cal+St.+Bakersfield,UC San Diego,"L, 72-70 "
3-05,Cal+St.+Bakersfield,UC Irvine,"L, 66-61 "
3-08,Cal+St.+Bakersfield,Cal St. Northridge,"W, 58-45 "
3-10,Cal+St.+Bakersfield,Long Beach St.,"L, 72-61 "
11-09,Chicago+St.,St. Thomas,"W, 77-72 "
11-12,Chicago+St.,SIU Edwardsville,"W, 67-56 "
11-16,Chicago+St.,Loyola Chicago,"L, 92-56 "
11-20,Chicago+St.,UC Santa Barbara,"L, 81-50 "
11-22,Chicago+St.,Pacific,"L, 74-58 "
11-28,Chicago+St.,Bowling Green,"L, 75-57 "
12-01,Chicago+St.,Loyola MD,"L, 78-64 "
12-04,Chicago+St.,Tennessee St.,"W, 59-49 "
12-11,Chicago+St.,Illinois St.,"L, 80-71 "
12-13,Chicago+St.,Northern Illinois,"L, 70-59 "
12-16,Chicago+St.,IUPUI,"W, 61-55 "
12-21,Chicago+St.,Iowa St.,"L, 79-48 "
12-22,Chicago+St.,Drake,"L, 87-50 "
12-30,Chicago+St.,Grand Canyon,"L, 80-63 "
1-01,Chicago+St.,New Mexico St.,"L, 78-61 "
1-06,Chicago+St.,Seattle,"L, 93-77 "
1-08,Chicago+St.,Cal Baptist,"W, 58-56 "
1-13,Chicago+St.,UT Rio Grande Valley,"L, 85-63 "
1-15,Chicago+St.,Lamar,"W, 67-56 "
1-27,Chicago+St.,Utah Valley,"L, 101-87 "
1-29,Chicago+St.,Dixie St.,"L, 79-65 "
2-02,Chicago+St.,Abilene Christian,"L, 77-73 "
2-05,Chicago+St.,Tarleton St.,"L, 57-54 "
2-10,Chicago+St.,Stephen F. Austin,"L, 81-61 "
2-12,Chicago+St.,Sam Houston St.,"L, 72-59 "
2-16,Chicago+St.,Stephen F. Austin,"L, 88-71 "
2-19,Chicago+St.,Tarleton St.,"L, 79-60 "
2-23,Chicago+St.,Grand Canyon,"L, 85-64 "
2-26,Chicago+St.,New Mexico St.,"W, 61-59 "
3-02,Chicago+St.,Cal Baptist,"L, 62-53 "
3-05,Chicago+St.,Seattle,"L, 74-66 "
3-08,Chicago+St.,Utah Valley,"L, 69-47 "
11-09,Grand+Canyon,Grambling St.,"W, 74-53 "
11-12,Grand+Canyon,North Florida,"W, 65-51 "
11-17,Grand+Canyon,Prairie View A&M,"W, 91-64 "
11-22,Grand+Canyon,Wyoming,"L, 68-61 "
11-24,Grand+Canyon,LIFE Pacific,"W, 82-47 "
11-27,Grand+Canyon,Pepperdine,"W, 59-56 "
11-29,Grand+Canyon,Loyola Marymount,"W, 78-72 "
12-02,Grand+Canyon,UTSA,"W, 74-71 "
12-04,Grand+Canyon,Mississippi Valley St.,"W, 91-44 "
12-09,Grand+Canyon,Arizona St.,"L, 67-62 "
12-11,Grand+Canyon,Ottawa (AZ),"W, 81-53 "
12-18,Grand+Canyon,San Francisco,"W, 49-48 "
12-30,Grand+Canyon,Chicago St.,"W, 80-63 "
1-06,Grand+Canyon,UT Rio Grande Valley,"W, 84-70 "
1-13,Grand+Canyon,Abilene Christian,"W, 95-68 "
1-15,Grand+Canyon,Tarleton St.,"W, 80-59 "
1-20,Grand+Canyon,Stephen F. Austin,"L, 71-46 "
1-22,Grand+Canyon,Sam Houston St.,"L, 58-56 "
1-29,Grand+Canyon,New Mexico St.,"L, 71-61 "
2-03,Grand+Canyon,Seattle,"W, 78-66 "
2-05,Grand+Canyon,Cal Baptist,"W, 56-50 "
2-10,Grand+Canyon,Utah Valley,"W, 79-69 "
2-12,Grand+Canyon,Dixie St.,"L, 61-60 "
2-16,Grand+Canyon,Cal Baptist,"W, 65-60 "
2-19,Grand+Canyon,New Mexico St.,"L, 82-66 "
2-23,Grand+Canyon,Chicago St.,"W, 85-64 "
2-26,Grand+Canyon,Sam Houston St.,"W, 67-41 "
3-03,Grand+Canyon,Utah Valley,"W, 68-57 "
3-05,Grand+Canyon,Dixie St.,"W, 70-53 "
3-10,Grand+Canyon,Sam Houston St.,"W, 71-66 "
3-11,Grand+Canyon,New Mexico St.,"L, 75-70 "
11-10,Seattle,Alcorn St.,"W, 69-66 "
11-12,Seattle,Washington St.,"L, 79-61 "
11-14,Seattle,Idaho St.,"W, 77-51 "
11-18,Seattle,Morgan St.,"W, 93-80 "
11-22,Seattle,Arkansas Pine Bluff,"W, 77-56 "
11-23,Seattle,Pacific Lutheran,"W, 89-40 "
11-27,Seattle,St. Thomas,"W, 81-64 "
12-01,Seattle,McNeese St.,"W, 78-62 "
12-05,Seattle,VMI,"L, 89-82 "
12-08,Seattle,UNLV,"L, 76-56 "
12-12,Seattle,UC San Diego,"W, 73-51 "
12-18,Seattle,Washington,"L, 64-56 "
12-22,Seattle,Northwest (WA),"W, 100-68 "
1-06,Seattle,Chicago St.,"W, 93-77 "
1-12,Seattle,Utah Valley,"W, 71-65 "
1-15,Seattle,Dixie St.,"W, 79-68 "
1-17,Seattle,Cal Baptist,"W, 92-85 OT"
1-20,Seattle,Abilene Christian,"W, 72-62 "
1-22,Seattle,Tarleton St.,"W, 76-68 "
1-26,Seattle,Stephen F. Austin,"W, 70-62 "
1-29,Seattle,Sam Houston St.,"W, 78-63 "
2-03,Seattle,Grand Canyon,"L, 78-66 "
2-05,Seattle,New Mexico St.,"L, 79-64 "
2-10,Seattle,UT Rio Grande Valley,"W, 67-59 "
2-12,Seattle,Lamar,"W, 76-50 "
2-16,Seattle,UT Rio Grande Valley,"W, 102-62 "
2-19,Seattle,Cal Baptist,"W, 67-64 "
2-21,Seattle,New Mexico St.,"L, 68-55 "
2-24,Seattle,Utah Valley,"L, 67-52 "
2-26,Seattle,Dixie St.,"W, 73-65 "
3-05,Seattle,Chicago St.,"W, 74-66 "
3-11,Seattle,Abilene Christian,"L, 78-76 "
11-09,UMKC,Minnesota,"L, 71-56 "
11-12,UMKC,Iowa,"L, 89-57 "
11-15,UMKC,Missouri,"W, 80-66 "
11-17,UMKC,Kansas Christian,"W, 99-36 "
11-22,UMKC,Idaho St.,"W, 74-58 "
11-27,UMKC,Morehead St.,"L, 70-62 "
11-28,UMKC,Arkansas St.,"L, 66-55 "
12-04,UMKC,Calvary,"W, 94-32 "
12-10,UMKC,Green Bay,"W, 64-55 "
12-12,UMKC,SIU Edwardsville,"L, 60-56 "
12-20,UMKC,South Dakota St.,"L, 89-57 "
12-22,UMKC,South Dakota,"W, 68-57 "
1-10,UMKC,Nebraska Omaha,"W, 64-61 "
1-11,UMKC,Baptist Bible (MO),"W, 98-57 "
1-15,UMKC,Oral Roberts,"L, 84-72 "
1-17,UMKC,Denver,"L, 63-55 "
1-20,UMKC,North Dakota St.,"W, 80-77 "
1-22,UMKC,North Dakota,"W, 79-74 "
1-24,UMKC,Spurgeon,"W, 111-44 "
1-27,UMKC,Denver,"W, 72-61 "
1-29,UMKC,Nebraska Omaha,"L, 69-68 "
1-31,UMKC,Western Illinois,"W, 83-75 "
2-03,UMKC,St. Thomas,"W, 81-72 "
2-05,UMKC,Western Illinois,"W, 91-82 "
2-08,UMKC,St. Thomas,"W, 76-67 "
2-12,UMKC,Oral Roberts,"L, 91-86 "
2-17,UMKC,North Dakota,"W, 80-65 "
2-19,UMKC,North Dakota St.,"W, 85-71 "
2-24,UMKC,South Dakota,"W, 72-63 "
2-26,UMKC,South Dakota St.,"L, 86-75 "
3-06,UMKC,South Dakota,"L, 74-61 "
11-09,UT+Rio+Grande+Valley,Texas A&M Intl,"W, 74-59 "
11-12,UT+Rio+Grande+Valley,Arizona,"L, 104-50 "
11-16,UT+Rio+Grande+Valley,Paul Quinn,"W, 85-68 "
11-20,UT+Rio+Grande+Valley,Northern Arizona,"L, 89-87 "
11-22,UT+Rio+Grande+Valley,Northern Arizona,"W, 82-80 "
11-23,UT+Rio+Grande+Valley,Cal St. Fullerton,"W, 72-67 "
11-26,UT+Rio+Grande+Valley,Illinois,"L, 94-85 "
12-01,UT+Rio+Grande+Valley,Texas A&M Corpus Chris,"L, 83-77 "
12-03,UT+Rio+Grande+Valley,Texas,"L, 88-58 "
12-08,UT+Rio+Grande+Valley,Texas A&M Corpus Chris,"L, 75-69 "
12-14,UT+Rio+Grande+Valley,Texas Southern,"L, 70-60 "
12-17,UT+Rio+Grande+Valley,UTSA,"W, 68-50 "
1-03,UT+Rio+Grande+Valley,Sam Houston St.,"L, 86-78 "
1-06,UT+Rio+Grande+Valley,Grand Canyon,"L, 84-70 "
1-08,UT+Rio+Grande+Valley,New Mexico St.,"L, 85-73 "
1-11,UT+Rio+Grande+Valley,Stephen F. Austin,"L, 86-75 "
1-13,UT+Rio+Grande+Valley,Chicago St.,"W, 85-63 "
1-20,UT+Rio+Grande+Valley,Utah Valley,"L, 66-56 "
1-22,UT+Rio+Grande+Valley,Dixie St.,"L, 85-74 "
1-26,UT+Rio+Grande+Valley,Abilene Christian,"L, 87-85 "
1-29,UT+Rio+Grande+Valley,Tarleton St.,"L, 79-64 "
2-02,UT+Rio+Grande+Valley,Lamar,"W, 93-79 "
2-05,UT+Rio+Grande+Valley,Abilene Christian,"L, 83-66 "
2-10,UT+Rio+Grande+Valley,Seattle,"L, 67-59 "
2-12,UT+Rio+Grande+Valley,Cal Baptist,"L, 80-72 "
2-16,UT+Rio+Grande+Valley,Seattle,"L, 102-62 "
2-19,UT+Rio+Grande+Valley,Sam Houston St.,"L, 67-61 "
2-24,UT+Rio+Grande+Valley,Tarleton St.,"L, 75-62 "
3-02,UT+Rio+Grande+Valley,Lamar,"W, 67-63 "
3-05,UT+Rio+Grande+Valley,Stephen F. Austin,"L, 93-63 "
3-08,UT+Rio+Grande+Valley,Cal Baptist,"L, 81-80 "
11-09,Utah+Valley,Boise St.,"L, 76-56 "
11-12,Utah+Valley,Antelope Valley,"W, 82-48 "
11-15,Utah+Valley,Pepperdine,"W, 86-74 OT"
11-17,Utah+Valley,Long Beach St.,"W, 84-78 OT"
11-22,Utah+Valley,Idaho,"W, 83-45 "
11-24,Utah+Valley,Nicholls St.,"W, 74-63 "
11-27,Utah+Valley,Denver,"W, 77-68 OT"
12-01,Utah+Valley,BYU,"W, 72-65 OT"
12-08,Utah+Valley,Southern Utah,"L, 60-56 "
12-11,Utah+Valley,Wyoming,"L, 74-62 "
12-17,Utah+Valley,Bethesda (CA),"W, 107-65 "
12-21,Utah+Valley,Washington,"W, 68-52 "
12-30,Utah+Valley,Abilene Christian,"L, 80-76 "
1-01,Utah+Valley,Tarleton St.,"W, 77-55 "
1-08,Utah+Valley,Dixie St.,"W, 79-71 "
1-12,Utah+Valley,Seattle,"L, 71-65 "
1-15,Utah+Valley,Cal Baptist,"L, 75-73 "
1-20,Utah+Valley,UT Rio Grande Valley,"W, 66-56 "
1-22,Utah+Valley,Lamar,"W, 58-41 "
1-27,Utah+Valley,Chicago St.,"W, 101-87 "
2-03,Utah+Valley,Stephen F. Austin,"L, 78-59 "
2-05,Utah+Valley,Sam Houston St.,"W, 57-54 "
2-10,Utah+Valley,Grand Canyon,"L, 79-69 "
2-12,Utah+Valley,New Mexico St.,"W, 72-68 "
2-16,Utah+Valley,Tarleton St.,"W, 69-56 "
2-19,Utah+Valley,Dixie St.,"L, 80-75 OT"
2-24,Utah+Valley,Seattle,"W, 67-52 "
2-26,Utah+Valley,Cal Baptist,"W, 63-54 "
3-03,Utah+Valley,Grand Canyon,"L, 68-57 "
3-05,Utah+Valley,New Mexico St.,"L, 62-46 "
3-08,Utah+Valley,Chicago St.,"W, 69-47 "
3-09,Utah+Valley,Abilene Christian,"L, 82-74 "
11-09,New+Mexico+St.,UC Irvine,"W, 62-51 "
11-13,New+Mexico+St.,UTEP,"W, 77-71 "
11-18,New+Mexico+St.,Davidson,"W, 76-64 "
11-19,New+Mexico+St.,Utah St.,"L, 85-58 "
11-21,New+Mexico+St.,Indiana St.,"W, 80-66 "
11-24,New+Mexico+St.,N.M. Highlands,"W, 94-67 "
11-30,New+Mexico+St.,New Mexico,"L, 101-94 "
12-03,New+Mexico+St.,UTEP,"W, 72-69 "
12-06,New+Mexico+St.,New Mexico,"W, 78-76 OT"
12-11,New+Mexico+St.,Loyola Marymount,"W, 63-58 "
12-15,New+Mexico+St.,Washington St.,"W, 64-61 "
12-18,New+Mexico+St.,Northern New Mexico,"W, 93-60 "
12-20,New+Mexico+St.,Tex. Permian Basin,"W, 84-59 "
1-01,New+Mexico+St.,Chicago St.,"W, 78-61 "
1-08,New+Mexico+St.,UT Rio Grande Valley,"W, 85-73 "
1-13,New+Mexico+St.,Tarleton St.,"W, 73-57 "
1-15,New+Mexico+St.,Abilene Christian,"W, 77-63 "
1-20,New+Mexico+St.,Sam Houston St.,"L, 71-46 "
1-22,New+Mexico+St.,Stephen F. Austin,"W, 72-58 "
1-29,New+Mexico+St.,Grand Canyon,"W, 71-61 "
2-03,New+Mexico+St.,Cal Baptist,"W, 68-57 "
2-05,New+Mexico+St.,Seattle,"W, 79-64 "
2-10,New+Mexico+St.,Dixie St.,"W, 77-69 "
2-12,New+Mexico+St.,Utah Valley,"L, 72-68 "
2-16,New+Mexico+St.,Dixie St.,"W, 75-64 "
2-19,New+Mexico+St.,Grand Canyon,"W, 82-66 "
2-21,New+Mexico+St.,Seattle,"W, 68-55 "
2-26,New+Mexico+St.,Chicago St.,"L, 61-59 "
3-02,New+Mexico+St.,Stephen F. Austin,"L, 73-71 "
3-05,New+Mexico+St.,Utah Valley,"W, 62-46 "
3-11,New+Mexico+St.,Grand Canyon,"W, 75-70 "
3-12,New+Mexico+St.,Abilene Christian,"W, 66-52 "
3-17,New+Mexico+St.,Connecticut,"+5.5, 69-6428%"
11-09,Cal+Baptist,San Francisco St.,"W, 87-65 "
11-13,Cal+Baptist,Mississippi Valley St.,"W, 95-66 "
11-16,Cal+Baptist,Jackson St.,"W, 77-64 "
11-18,Cal+Baptist,San Jose St.,"W, 67-66 "
11-21,Cal+Baptist,Northern Colorado,"W, 74-70 "
11-24,Cal+Baptist,Texas,"L, 68-44 "
11-27,Cal+Baptist,San Diego Christian,"W, 85-38 "
12-02,Cal+Baptist,Cal Poly,"W, 64-55 "
12-07,Cal+Baptist,North Dakota,"W, 89-71 "
12-12,Cal+Baptist,UC Riverside,"L, 70-54 "
12-18,Cal+Baptist,Arizona,"L, 84-60 "
12-21,Cal+Baptist,Southeast Missouri St.,"W, 84-68 "
12-28,Cal+Baptist,La Verne,"W, 96-41 "
1-08,Cal+Baptist,Chicago St.,"L, 58-56 "
1-12,Cal+Baptist,Dixie St.,"L, 79-76 "
1-15,Cal+Baptist,Utah Valley,"W, 75-73 "
1-17,Cal+Baptist,Seattle,"L, 92-85 OT"
1-20,Cal+Baptist,Tarleton St.,"W, 88-84 "
1-22,Cal+Baptist,Abilene Christian,"L, 77-68 "
1-26,Cal+Baptist,Sam Houston St.,"L, 73-68 "
1-29,Cal+Baptist,Stephen F. Austin,"L, 81-77 "
2-03,Cal+Baptist,New Mexico St.,"L, 68-57 "
2-05,Cal+Baptist,Grand Canyon,"L, 56-50 "
2-10,Cal+Baptist,Lamar,"W, 83-61 "
2-12,Cal+Baptist,UT Rio Grande Valley,"W, 80-72 "
2-16,Cal+Baptist,Grand Canyon,"L, 65-60 "
2-19,Cal+Baptist,Seattle,"L, 67-64 "
2-24,Cal+Baptist,Dixie St.,"W, 71-61 "
2-26,Cal+Baptist,Utah Valley,"L, 63-54 "
3-02,Cal+Baptist,Chicago St.,"W, 62-53 "
3-05,Cal+Baptist,Lamar,"W, 78-66 "
3-08,Cal+Baptist,UT Rio Grande Valley,"W, 81-80 "
3-09,Cal+Baptist,Sam Houston St.,"L, 65-35 "
3-19,Cal+Baptist,Middle Tennessee,"+7.3, 73-6622%"
11-09,Loyola+Marymount,Chattanooga,"L, 75-64 "
11-13,Loyola+Marymount,Arizona Christian,"W, 74-67 "
11-17,Loyola+Marymount,Little Rock,"W, 82-63 "
11-21,Loyola+Marymount,Florida St.,"L, 73-45 "
11-22,Loyola+Marymount,SMU,"W, 76-70 "
11-27,Loyola+Marymount,Prairie View A&M,"W, 83-80 "
11-29,Loyola+Marymount,Grand Canyon,"L, 78-72 "
12-04,Loyola+Marymount,Long Beach St.,"W, 77-74 "
12-07,Loyola+Marymount,Tulsa,"W, 60-55 "
12-11,Loyola+Marymount,New Mexico St.,"L, 63-58 "
12-18,Loyola+Marymount,Nevada,"L, 68-63 "
12-21,Loyola+Marymount,Bellarmine,"W, 71-57 "
1-13,Loyola+Marymount,San Francisco,"L, 97-73 "
1-15,Loyola+Marymount,San Diego,"L, 70-65 "
1-17,Loyola+Marymount,Portland,"W, 70-58 "
1-20,Loyola+Marymount,Pepperdine,"W, 85-80 OT"
1-22,Loyola+Marymount,Saint Mary's,"L, 83-51 "
1-27,Loyola+Marymount,Gonzaga,"L, 89-55 "
1-29,Loyola+Marymount,San Diego,"L, 69-65 "
2-03,Loyola+Marymount,Santa Clara,"L, 79-60 "
2-05,Loyola+Marymount,Saint Mary's,"L, 71-60 "
2-10,Loyola+Marymount,BYU,"L, 83-82 OT"
2-12,Loyola+Marymount,Portland,"L, 86-76 "
2-17,Loyola+Marymount,Santa Clara,"L, 84-80 "
2-19,Loyola+Marymount,Pacific,"L, 69-68 "
2-24,Loyola+Marymount,BYU,"L, 79-59 "
2-26,Loyola+Marymount,Pacific,"W, 90-77 "
3-03,Loyola+Marymount,Pacific,"W, 86-66 "
3-04,Loyola+Marymount,BYU,"L, 85-60 "
11-10,Pacific,Northern Colorado,"L, 67-65 "
11-11,Pacific,Hawaii Hilo,"W, 85-74 "
11-13,Pacific,Hawaii,"L, 73-61 "
11-16,Pacific,Stanislaus St.,"W, 65-46 "
11-19,Pacific,UTEP,"L, 73-64 "
11-22,Pacific,Chicago St.,"W, 74-58 "
11-26,Pacific,Arkansas Pine Bluff,"W, 74-50 "
12-01,Pacific,UC Davis,"L, 63-57 "
12-04,Pacific,Cal St. Fullerton,"L, 66-57 "
12-11,Pacific,San Jose St.,"L, 78-66 "
12-14,Pacific,UC Santa Barbara,"W, 80-71 OT"
12-17,Pacific,North Dakota St.,"L, 73-61 "
12-19,Pacific,UC Davis,"L, 77-67 "
12-22,Pacific,California,"L, 73-53 "
1-06,Pacific,BYU,"L, 73-51 "
1-12,Pacific,Santa Clara,"L, 84-70 "
1-22,Pacific,San Diego,"L, 73-65 "
1-27,Pacific,Portland,"L, 64-56 "
1-29,Pacific,BYU,"W, 76-73 "
1-31,Pacific,Santa Clara,"L, 81-59 "
2-03,Pacific,Pepperdine,"W, 81-76 "
2-05,Pacific,Pepperdine,"L, 70-64 "
2-08,Pacific,USC,"L, 74-68 "
2-10,Pacific,Gonzaga,"L, 89-51 "
2-12,Pacific,San Diego,"L, 60-54 "
2-19,Pacific,Loyola Marymount,"W, 69-68 "
2-21,Pacific,San Francisco,"L, 104-71 "
2-24,Pacific,Portland,"L, 75-69 "
2-26,Pacific,Loyola Marymount,"L, 90-77 "
3-03,Pacific,Loyola Marymount,"L, 86-66 "
11-09,Pepperdine,Rice,"L, 82-63 "
11-12,Pepperdine,Idaho St.,"W, 65-60 "
11-15,Pepperdine,Utah Valley,"L, 86-74 OT"
11-17,Pepperdine,UC Davis,"W, 72-67 "
11-20,Pepperdine,UC Irvine,"L, 82-48 "
11-22,Pepperdine,Fresno St.,"L, 70-63 "
11-24,Pepperdine,TCU,"L, 73-64 "
11-27,Pepperdine,Grand Canyon,"L, 59-56 "
11-30,Pepperdine,Nevada,"L, 79-66 "
12-03,Pepperdine,UC Santa Barbara,"L, 86-74 "
12-06,Pepperdine,San Jose St.,"W, 82-69 "
12-11,Pepperdine,Alabama St.,"W, 79-62 "
12-18,Pepperdine,Southeast Missouri St.,"W, 83-77 "
12-21,Pepperdine,Oregon,"L, 68-59 "
12-23,Pepperdine,Westmont,"W, 96-69 "
1-08,Pepperdine,Gonzaga,"L, 117-83 "
1-10,Pepperdine,San Diego,"L, 72-62 "
1-13,Pepperdine,Saint Mary's,"L, 77-62 "
1-15,Pepperdine,Portland,"L, 82-63 "
1-20,Pepperdine,Loyola Marymount,"L, 85-80 OT"
1-22,Pepperdine,San Francisco,"L, 71-45 "
1-27,Pepperdine,San Diego,"L, 64-56 "
1-29,Pepperdine,Saint Mary's,"L, 81-57 "
2-03,Pepperdine,Pacific,"L, 81-76 "
2-05,Pepperdine,Pacific,"W, 70-64 "
2-10,Pepperdine,San Francisco,"L, 105-61 "
2-12,Pepperdine,BYU,"L, 91-85 "
2-16,Pepperdine,Gonzaga,"L, 86-66 "
2-19,Pepperdine,Portland,"L, 77-74 "
2-24,Pepperdine,Santa Clara,"L, 89-73 "
2-26,Pepperdine,BYU,"L, 75-59 "
3-03,Pepperdine,San Diego,"L, 74-67 "
11-09,Portland,Arizona St.,"L, 76-60 "
11-11,Portland,Willamette,"W, 122-78 "
11-13,Portland,Alcorn St.,"W, 62-58 "
11-18,Portland,Arkansas Pine Bluff,"W, 86-74 "
11-20,Portland,Morgan St.,"W, 74-63 "
11-23,Portland,Portland St.,"W, 69-54 "
11-26,Portland,Montana St.,"L, 69-66 "
11-27,Portland,Southeast Missouri St.,"W, 74-68 "
11-28,Portland,Incarnate Word,"W, 77-68 "
12-03,Portland,VMI,"L, 90-82 "
12-13,Portland,Cal Poly,"W, 78-77 "
